index,date,title,production budget,domestric budget,worldwide gross
1310,"Feb 23, 2018",Game Night,"$37,000,000","$69,179,066","$117,378,084"
1311,"Feb 23, 2018",Finding Your Feet,"$7,000,000","$1,418,682","$17,570,654"
1312,"Feb 23, 2018",Every Day,"$4,900,000","$6,112,914","$12,826,031"
1313,"Feb 27, 2018",Alien Psychosis,"$1,000,000",$0,$0
1314,"Feb 28, 2018",Red Sparrow,"$69,000,000","$46,874,505","$145,951,861"
1315,"Mar 2, 2018",The Hurricane Heist,"$40,000,000","$6,115,824","$33,222,314"
1316,"Mar 2, 2018",La ch'tite famille,"$31,400,000",$0,"$55,613,061"
1317,"Mar 2, 2018",Death Wish,"$30,000,000","$34,017,028","$48,575,965"
1318,"Mar 6, 2018",Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
1319,"Mar 9, 2018",A Wrinkle in Time,"$103,000,000","$100,478,608","$133,214,549"
1320,"Mar 9, 2018",The Strangers: Prey at Night,"$5,000,000","$24,431,472","$32,144,262"
1321,"Mar 9, 2018",Thoroughbreds,"$5,000,000","$3,072,605","$3,474,221"
1322,"Mar 15, 2018",Sherlock Gnomes,"$59,000,000","$43,242,871","$97,459,106"
1323,"Mar 16, 2018",Pacific Rim: Uprising,"$155,000,000","$59,874,525","$290,930,148"
1324,"Mar 16, 2018","Love, Simon","$10,000,000","$40,826,341","$65,520,633"
1325,"Mar 16, 2018",I Can Only Imagine,"$7,000,000","$83,482,352","$85,783,567"
1326,"Mar 16, 2018",Flower,"$500,000","$328,188","$390,803"
1327,"Mar 20, 2018",Ready Player One,"$150,000,000","$137,690,172","$579,055,653"
1328,"Mar 22, 2018","Paul, Apostle of Christ","$5,000,000","$17,547,999","$26,078,500"
1329,"Mar 22, 2018",Midnight Sun,"$2,800,000","$9,561,064","$26,952,508"
1330,"Mar 22, 2018",Unsane,"$1,500,000","$7,690,044","$14,296,709"
1331,"Mar 29, 2018",Blockers,"$21,000,000","$60,311,495","$94,523,781"
1332,"Mar 29, 2018",Acrimony,"$20,000,000","$43,549,096","$46,627,836"
1333,"Apr 4, 2018",A Quiet Place,"$17,000,000","$188,024,361","$334,876,670"
1334,"Apr 5, 2018",Lean on Pete,"$8,000,000","$1,163,056","$2,985,001"
1335,"Apr 6, 2018","Don’t Worry, He Won’t Get Far on Foot","$3,500,000","$1,441,705","$4,522,504"
1336,"Apr 9, 2018",Rampage,"$120,000,000","$101,028,233","$427,947,217"
1337,"Apr 12, 2018",The Happy Prince,"$13,000,000","$464,495","$2,394,619"
1338,"Apr 12, 2018",Truth or Dare,"$3,500,000","$41,411,015","$95,292,744"
1339,"Apr 13, 2018",Sgt. Stubby: An American Hero,"$25,000,000","$3,054,285","$3,823,620"
1340,"Apr 19, 2018",Trener,"$6,250,000",$0,"$13,201,162"
1341,"Apr 20, 2018",I Feel Pretty,"$32,000,000","$48,795,601","$91,444,095"
1342,"Apr 20, 2018",Super Troopers 2,"$13,500,000","$30,617,396","$31,966,740"
1343,"Apr 20, 2018",Traffik,"$4,000,000","$9,186,156","$9,561,231"
1344,"Apr 25, 2018",Avengers: Infinity War,"$300,000,000","$678,815,482","$2,048,359,754"
1345,"May 4, 2018",Overboard,"$12,000,000","$50,316,123","$91,244,913"
1346,"May 9, 2018",Breaking In,"$6,000,000","$46,840,590","$51,485,382"
1347,"May 10, 2018",Life of the Party,"$30,000,000","$53,059,911","$65,859,911"
1348,"May 11, 2018",Deadpool 2,"$110,000,000","$324,591,735","$786,362,370"
1349,"May 11, 2018",Show Dogs,"$5,500,000","$17,744,685","$40,014,998"
1350,"May 11, 2018",Higher Power,"$500,000",$528,$528
1351,"May 18, 2018",Book Club,"$10,000,000","$68,566,296","$105,953,632"
1352,"May 18, 2018",Slender Man,"$10,000,000","$30,564,825","$51,945,949"
1353,"May 18, 2018",First Reformed,"$3,500,000","$3,448,256","$3,988,612"
1354,"May 23, 2018",Solo: A Star Wars Story,"$275,000,000","$213,767,512","$393,151,347"
1355,"Jun 1, 2018",Adrift,"$35,000,000","$31,445,011","$57,897,191"
1356,"Jun 1, 2018",Action Point,"$19,000,000","$5,059,608","$5,103,675"
1357,"Jun 1, 2018",Hereditary,"$10,000,000","$44,069,456","$81,115,343"
1358,"Jun 1, 2018",Upgrade,"$3,000,000","$11,977,130","$16,976,561"
1359,"Jun 6, 2018",Jurassic World: Fallen Kingdom,"$170,000,000","$417,719,760","$1,308,323,302"
1360,"Jun 7, 2018",Hotel Artemis,"$15,000,000","$6,708,137","$13,316,627"
1361,"Jun 8, 2018",Ocean’s 8,"$70,000,000","$140,218,711","$297,718,711"
1362,"Jun 8, 2018",Zimna wojna,"$4,800,000","$4,580,048","$25,030,444"
1363,"Jun 8, 2018",Hearts Beat Loud,"$2,000,000","$2,386,254","$2,469,510"
1364,"Jun 13, 2018",Superfly,"$16,000,000","$20,537,137","$20,739,323"
1365,"Jun 15, 2018",Incredibles 2,"$200,000,000","$608,581,744","$1,242,805,359"
1366,"Jun 15, 2018",Tag,"$28,000,000","$54,730,625","$77,024,944"
1367,"Jun 15, 2018",Set it Up,"$13,800,000",$0,$0
1368,"Jun 15, 2018",Gotti,"$10,000,000","$4,286,367","$6,601,992"
1369,"Jun 15, 2018",Utøya 22. juli,"$3,600,000",$0,"$222,540"
1370,"Jun 22, 2018",Hotel Transylvania 3: Summer Vacation,"$65,000,000","$167,500,092","$528,500,000"
1371,"Jun 25, 2018",Sicario: Day of the Soldado,"$35,000,000","$50,065,850","$76,346,094"
1372,"Jun 27, 2018",Uncle Drew,"$18,000,000","$42,469,946","$46,594,261"
1373,"Jun 29, 2018",Woman Walks Ahead,"$12,000,000","$57,528","$627,538"
1374,"Jul 3, 2018",Ant-Man and the Wasp,"$130,000,000","$216,648,740","$623,144,660"
1375,"Jul 4, 2018",The First Purge,"$13,000,000","$69,488,745","$137,054,597"
1376,"Jul 5, 2018",Skyscraper,"$125,000,000","$68,420,120","$304,858,121"
1377,"Jul 6, 2018",Sorry to Bother You,"$3,200,000","$17,493,096","$18,285,560"
1378,"Jul 13, 2018",How It Ends,"$20,000,000",$0,$0
1379,"Jul 13, 2018",Occupation,"$4,600,000",$0,"$35,111"
1380,"Jul 13, 2018",Eighth Grade,"$2,000,000","$13,539,710","$14,348,020"
1381,"Jul 16, 2018",Mission: Impossible—Fallout,"$178,000,000","$220,159,104","$786,626,183"
1382,"Jul 18, 2018",The Equalizer 2,"$77,000,000","$102,084,362","$190,376,181"
1383,"Jul 18, 2018",Mamma Mia: Here We Go Again!,"$75,000,000","$120,634,935","$399,175,380"
1384,"Jul 19, 2018",Unfriended: Dark Web,"$1,000,000","$8,866,745","$16,434,588"
1385,"Jul 20, 2018",Extinction,"$20,000,000",$0,"$2,360,000"
1386,"Jul 20, 2018",Teefa in Trouble,"$1,500,000",$0,"$98,806"
1387,"Jul 20, 2018",The Miseducation of Cameron Post,"$900,000","$905,111","$2,019,874"
1388,"Jul 27, 2018",The Nun,"$22,000,000","$117,450,119","$362,900,037"
1389,"Jul 27, 2018",Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593"
1390,"Aug 1, 2018",The Spy Who Dumped Me,"$40,000,000","$33,562,069","$78,998,245"
1391,"Aug 1, 2018",Down a Dark Hall,"$4,000,000",$0,"$2,842,176"
1392,"Aug 3, 2018",Christopher Robin,"$75,000,000","$99,215,042","$197,744,377"
1393,"Aug 3, 2018",The Darkest Minds,"$34,000,000","$12,695,691","$38,361,428"
1394,"Aug 8, 2018",Dog Days,"$10,000,000","$6,809,080","$10,290,831"
1395,"Aug 9, 2018",The Meg,"$178,000,000","$145,443,742","$527,267,828"
1396,"Aug 9, 2018",BlacKkKlansman,"$15,000,000","$49,275,340","$93,411,426"
1397,"Aug 10, 2018",Madeline’s Madeline,"$500,000","$185,576","$197,340"
1398,"Aug 15, 2018",Alpha,"$51,000,000","$35,851,379","$99,624,873"
1399,"Aug 15, 2018",Crazy Rich Asians,"$30,000,000","$174,532,921","$237,814,149"
1400,"Aug 16, 2018",A.X.L.,"$10,000,000","$6,501,381","$8,259,753"
1401,"Aug 17, 2018",Mile 22,"$35,000,000","$36,108,758","$66,295,121"
1402,"Aug 17, 2018","Juliet, Naked","$6,000,000","$3,444,895","$5,767,158"
1403,"Aug 23, 2018",Searching,"$880,000","$26,015,149","$75,636,047"
1404,"Aug 24, 2018",The Happytime Murders,"$40,000,000","$20,706,452","$27,506,412"
1405,"Aug 29, 2018",Kin,"$30,000,000","$5,718,096","$10,383,524"
1406,"Aug 29, 2018",Operation Finale,"$20,000,000","$17,612,099","$17,612,099"
1407,"Sep 7, 2018",Peppermint,"$25,000,000","$35,418,723","$51,800,758"
1408,"Sep 11, 2018",The Predator,"$88,000,000","$51,024,708","$159,487,563"
1409,"Sep 12, 2018",A Simple Favor,"$20,000,000","$53,548,586","$97,628,717"
1410,"Sep 13, 2018",Johnny English Strikes Again,"$30,000,000","$4,412,170","$159,369,278"
1411,"Sep 14, 2018",White Boy Rick,"$30,000,000","$24,004,833","$25,947,983"
1412,"Sep 14, 2018",Unbroken: Path to Redemption,"$6,000,000","$6,216,897","$6,216,897"
1413,"Sep 14, 2018",Mandy,"$6,000,000","$1,233,694","$1,474,224"
1414,"Sep 19, 2018",The House with a Clock in its Walls,"$40,000,000","$68,549,695","$131,457,147"
1415,"Sep 20, 2018",London Fields,"$8,000,000","$252,676","$433,732"
1416,"Sep 21, 2018",Smallfoot,"$80,000,000","$83,240,103","$214,244,195"
1417,"Sep 21, 2018",The Sisters Brothers,"$38,000,000","$3,143,056","$14,636,067"
1418,"Sep 21, 2018",Life Itself,"$10,000,000","$4,095,431","$7,960,474"
1419,"Sep 21, 2018",Assassination Nation,"$7,000,000","$2,005,142","$2,852,759"
1420,"Sep 21, 2018",Fahrenheit 11/9,"$5,000,000","$6,352,306","$6,653,715"
1421,"Sep 25, 2018",Terrifier,"$35,000","$339,946","$340,934"
1422,"Sep 26, 2018",Night School,"$29,000,000","$77,339,130","$104,145,633"
1423,"Sep 27, 2018",Bad Times at the El Royale,"$32,000,000","$17,839,115","$31,178,942"
1424,"Sep 27, 2018",Hell Fest,"$5,500,000","$11,107,431","$18,294,883"
1425,"Sep 27, 2018",Girl,"$1,750,000",$0,"$8,719,182"
1426,"Sep 28, 2018",The Old Man and the Gun,"$15,800,000","$11,277,120","$16,955,673"
1427,"Oct 2, 2018",Venom,"$116,000,000","$213,511,408","$856,081,053"
1428,"Oct 4, 2018",Werk ohne Autor,"$1,400,000","$1,303,747","$9,048,951"
1429,"Oct 5, 2018",A Star is Born,"$36,000,000","$215,288,866","$431,674,156"
1430,"Oct 5, 2018",The Hate U Give,"$23,000,000","$29,719,483","$35,067,665"
1431,"Oct 5, 2018",Hevi reissu,"$3,800,000","$10,153","$21,976"
1432,"Oct 10, 2018",First Man,"$60,000,000","$44,936,545","$105,523,737"
1433,"Oct 10, 2018",Goosebumps 2: Haunted Halloween,"$35,000,000","$46,697,321","$93,006,429"
1434,"Oct 12, 2018",Beautiful Boy,"$25,000,000","$7,634,767","$17,326,032"
1435,"Oct 12, 2018",Suspiria,"$20,000,000","$2,483,472","$8,075,343"
1436,"Oct 12, 2018",The Kindergarten Teacher,"$2,400,000",$0,"$552,188"
1437,"Oct 17, 2018",Le Flic de Belleville,"$16,500,000",$0,"$8,126,380"
1438,"Oct 17, 2018",Halloween,"$10,000,000","$159,366,015","$255,416,089"
1439,"Oct 19, 2018",Hunter Killer,"$40,000,000","$15,767,460","$29,312,121"
1440,"Oct 19, 2018",Can You Ever Forgive Me?,"$10,000,000","$8,803,865","$12,517,379"
1441,"Oct 19, 2018",Cafarnaúm,"$4,000,000","$1,660,708","$65,233,793"
1442,"Oct 19, 2018",Mid90s,"$2,800,000","$7,362,439","$9,186,903"
1443,"Oct 24, 2018",Bohemian Rhapsody,"$55,000,000","$216,303,339","$879,088,897"
1444,"Oct 25, 2018",The Girl in the Spider’s Web,"$43,000,000","$14,828,555","$34,983,342"
1445,"Oct 25, 2018",Replicas,"$30,000,000","$4,046,429","$9,037,427"
1446,"Oct 26, 2018",Air Strike,"$65,000,000",$0,"$516,279"
1447,"Oct 26, 2018",Another Day of Life,"$9,000,000","$3,190","$580,897"
1448,"Oct 26, 2018",Indivisible,"$2,700,000","$3,511,417","$3,589,633"
1449,"Oct 31, 2018",The Nutcracker and the Four Realms,"$132,900,000","$54,858,851","$170,024,300"
1450,"Nov 2, 2018",Nobody’s Fool,"$19,000,000","$31,713,110","$32,589,493"
1451,"Nov 2, 2018",Boy Erased,"$11,000,000","$6,788,692","$11,862,650"
1452,"Nov 3, 2018",Overlord,"$38,000,000","$21,704,844","$39,178,189"
1453,"Nov 6, 2018",Widows,"$40,000,000","$42,402,632","$75,984,700"
1454,"Nov 7, 2018",Dr. Seuss’ The Grinch,"$75,000,000","$272,699,130","$514,873,747"
1455,"Nov 9, 2018",Outlaw King,"$120,000,000",$0,$0
1456,"Nov 9, 2018",Kursk,"$40,000,000",$0,"$5,578,259"
1457,"Nov 14, 2018",Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000","$159,555,901","$648,455,339"
1458,"Nov 16, 2018",Instant Family,"$48,000,000","$67,363,237","$119,736,188"
1459,"Nov 16, 2018",Green Book,"$23,000,000","$85,080,171","$319,995,019"
1460,"Nov 16, 2018",Dead in a Week: or Your Money Back,"$2,200,000",$0,"$789,088"
1461,"Nov 16, 2018",Cam,"$1,000,000",$0,$0
1462,"Nov 21, 2018",Ralph Breaks The Internet,"$175,000,000","$201,091,711","$529,290,830"
1463,"Nov 21, 2018",Robin Hood,"$99,000,000","$30,824,628","$85,210,012"
1464,"Nov 21, 2018",Creed II,"$50,000,000","$115,715,889","$213,591,522"
1465,"Nov 23, 2018",On the Basis of Sex,"$20,000,000","$24,704,837","$38,780,888"
1466,"Nov 23, 2018",The Favourite,"$15,000,000","$34,366,783","$95,829,459"
1467,"Nov 28, 2018",The Possession of Hannah Grace,"$6,000,000","$14,836,174","$42,873,730"
1468,"Nov 30, 2018",Roma,"$15,000,000",$0,"$1,903,062"
1469,"Dec 5, 2018",Mortal Engines,"$100,000,000","$15,951,040","$85,481,904"
1470,"Dec 6, 2018",Aquaman,"$160,000,000","$335,061,807","$1,131,849,702"
1471,"Dec 7, 2018",Mary Queen of Scots,"$25,000,000","$16,648,499","$48,481,754"
1472,"Dec 7, 2018",Second Act,"$15,700,000","$39,282,227","$63,288,854"
1473,"Dec 7, 2018",Ben is Back,"$13,000,000","$3,703,182","$12,616,995"
1474,"Dec 7, 2018",Dumplin’,"$13,000,000",$0,"$399,198"
1475,"Dec 7, 2018",All You Need is Love,"$300,000",$0,"$3,565,259"
1476,"Dec 12, 2018",Spider-Man: Into The Spider-Verse 3D,"$90,000,000","$190,173,195","$375,464,627"
1477,"Dec 13, 2018",Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
1478,"Dec 13, 2018",Bird Box,"$19,800,000",$0,$0
1479,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$173,453,994"
1480,"Dec 14, 2018",If Beale Street Could Talk,"$12,000,000","$14,915,773","$21,398,371"
1481,"Dec 14, 2018",Dragon Ball Super: Broly,"$8,500,000","$30,376,755","$122,740,616"
1482,"Dec 14, 2018",That Way Madness Lies,"$650,000","$1,447","$1,447"
1483,"Dec 19, 2018",Mary Poppins Returns,"$130,000,000","$171,958,438","$348,901,032"
1484,"Dec 20, 2018",Holmes & Watson,"$42,000,000","$30,568,743","$41,926,605"
1485,"Dec 21, 2018",Vice,"$60,000,000","$47,836,282","$70,893,782"
1486,"Dec 21, 2018",Welcome to Marwen,"$45,000,000","$10,763,520","$13,086,137"
1487,"Dec 25, 2018",Destroyer,"$9,000,000","$1,533,324","$5,865,489"
1488,"Dec 26, 2018",PMC: deo beong-keo,"$10,300,000",$0,"$12,478,635"
1489,"Dec 27, 2018",T-34,"$10,000,000",$0,"$39,526,616"
1490,"Dec 28, 2018",Stan & Ollie,"$10,000,000","$5,470,235","$29,062,674"
1491,"Dec 28, 2018",Benji,"$6,000,000",$0,"$585,333"
1492,"Jan 2, 2019",Escape Room,"$9,000,000","$57,000,756","$155,615,727"
1493,"Jan 3, 2019",How to Train Your Dragon: The Hidden World,"$129,000,000","$160,799,505","$521,595,422"
1494,"Jan 4, 2019",Rust Creek,"$750,000",$0,$0
1495,"Jan 9, 2019",A Dog’s Way Home,"$61,000,000","$41,952,715","$81,152,505"
1496,"Jan 10, 2019",The Upside,"$37,500,000","$108,235,497","$125,818,440"
1497,"Jan 10, 2019",Braid,"$1,660,000",$0,"$80,745"
1498,"Jan 17, 2019",Glass,"$20,000,000","$111,048,468","$246,999,039"
1499,"Jan 18, 2019",The Kid Who Would Be King,"$59,000,000","$16,790,790","$28,296,983"
1500,"Jan 24, 2019",Serenity,"$25,000,000","$8,547,045","$13,008,804"
1501,"Jan 30, 2019",Miss Bala,"$15,000,000","$14,998,027","$15,364,632"
1502,"Feb 1, 2019",Alita: Battle Angel,"$170,000,000","$85,838,210","$401,900,040"
1503,"Feb 1, 2019",The Wandering Earth (流浪地球),"$50,000,000","$5,875,487","$701,801,455"
1504,"Feb 1, 2019",Velvet Buzzsaw,"$21,000,000",$0,$0
1505,"Feb 6, 2019",The LEGO Movie 2: The Second Part,"$99,000,000","$105,806,508","$190,131,035"
1506,"Feb 7, 2019",Cold Pursuit,"$60,000,000","$32,138,862","$62,599,159"
1507,"Feb 8, 2019",What Men Want,"$20,000,000","$54,611,903","$69,911,903"
1508,"Feb 8, 2019",The Prodigy,"$6,000,000","$14,856,291","$22,413,145"
1509,"Feb 8, 2019",High Flying Bird,"$2,000,000",$0,$0
1510,"Feb 13, 2019",Isn’t it Romantic,"$31,000,000","$48,791,187","$48,791,187"
1511,"Feb 13, 2019",Happy Death Day 2U,"$9,000,000","$28,148,130","$64,686,515"
1512,"Feb 14, 2019",Fighting With My Family,"$11,000,000","$22,958,583","$41,503,088"
1513,"Feb 22, 2019",Hotel Mumbai,"$17,300,000","$9,619,500","$21,132,855"
1514,"Feb 22, 2019",Run the Race,"$1,500,000","$6,424,420","$6,424,420"
1515,"Feb 27, 2019",Tyler Perry’s A Madea Family Funeral,"$20,000,000","$73,257,045","$74,781,999"
1516,"Mar 6, 2019",Captain Marvel,"$175,000,000","$426,829,839","$1,129,576,094"
1517,"Mar 6, 2019",Triple Frontier,"$115,000,000",$0,$0
1518,"Mar 8, 2019",The Kid,"$7,000,000","$1,508,593","$1,593,173"
1519,"Mar 13, 2019",Five Feet Apart,"$7,000,000","$45,729,221","$92,554,209"
1520,"Mar 14, 2019",Captive State,"$25,000,000","$5,958,315","$9,363,210"
1521,"Mar 15, 2019",Wonder Park,"$100,000,000","$45,216,793","$115,103,325"
1522,"Mar 15, 2019",The Professor and the Madman,"$25,000,000",$0,"$6,353,847"
1523,"Mar 15, 2019",Nancy Drew and the Hidden Staircase,"$17,000,000","$623,088","$624,549"
1524,"Mar 15, 2019",Rebelles,"$5,200,000",$0,"$7,260,661"
1525,"Mar 19, 2019",Triple Threat,"$10,000,000","$76,289","$385,651"
1526,"Mar 20, 2019",Us,"$20,000,000","$175,084,580","$256,022,707"
1527,"Mar 21, 2019",The Beach Bum,"$5,000,000","$3,502,600","$4,267,808"
1528,"Mar 22, 2019",Dolor y gloria,"$10,800,000","$4,567,338","$39,837,366"
1529,"Mar 27, 2019",Dumbo,"$170,000,000","$114,766,307","$353,166,307"
1530,"Mar 29, 2019",Unplanned,"$6,000,000","$19,005,109","$21,413,603"
1531,"Apr 3, 2019",Shazam!,"$85,000,000","$140,371,656","$363,563,907"
1532,"Apr 5, 2019",Pet Sematary,"$21,000,000","$54,724,696","$111,809,732"
1533,"Apr 5, 2019",The Best of Enemies,"$10,000,000","$10,205,616","$10,268,749"
1534,"Apr 10, 2019",Hellboy,"$50,000,000","$21,903,748","$53,956,480"
1535,"Apr 12, 2019",Teen Spirit,"$16,000,000","$441,366","$1,573,603"
1536,"Apr 12, 2019",Breakthrough,"$14,000,000","$40,713,082","$49,231,674"
1537,"Apr 12, 2019",After,"$14,000,000","$12,138,565","$57,926,850"
1538,"Apr 12, 2019",Her Smell,"$2,500,000","$255,599","$306,217"
1539,"Apr 17, 2019",The Curse of La Llorona,"$9,000,000","$54,733,739","$123,133,739"
1540,"Apr 23, 2019",Avengers: Endgame,"$400,000,000","$858,373,000","$2,788,912,285"
1541,"Apr 23, 2019",Living Dark: The Story of Ted the Caver,"$1,750,000",$0,$0
1542,"May 1, 2019",UglyDolls,"$45,000,000","$20,150,241","$32,630,599"
1543,"May 1, 2019",Long Shot,"$40,000,000","$30,316,271","$53,624,424"
1544,"May 1, 2019",The Intruder,"$8,000,000","$35,388,976","$40,597,401"
1545,"May 3, 2019",Pokémon: Detective Pikachu,"$150,000,000","$144,105,346","$428,919,826"
1546,"May 3, 2019",Tolkien,"$20,000,000","$4,535,154","$8,969,227"
1547,"May 3, 2019",A Dog’s Journey,"$16,000,000","$22,782,371","$78,867,205"
1548,"May 3, 2019",El Chicano,"$8,000,000","$1,400,603","$1,400,603"
1549,"May 8, 2019",The Hustle,"$21,000,000","$35,417,038","$97,389,568"
1550,"May 9, 2019",BrightBurn,"$7,000,000","$17,259,427","$33,183,640"
1551,"May 10, 2019",Poms,"$10,000,000","$13,631,124","$17,901,314"
1552,"May 15, 2019",John Wick: Chapter 3 — Parabellum,"$75,000,000","$171,016,727","$326,685,379"
1553,"May 17, 2019",The Sun is Also a Star,"$9,000,000","$4,950,029","$5,680,910"
1554,"May 22, 2019",Aladdin,"$182,000,000","$355,559,216","$1,046,587,513"
1555,"May 22, 2019",Rocketman,"$41,000,000","$96,368,160","$190,995,193"
1556,"May 24, 2019",The Secret Life of Pets 2,"$80,000,000","$159,214,420","$446,449,741"
1557,"May 24, 2019",Booksmart,"$6,000,000","$22,680,962","$24,948,141"
1558,"May 29, 2019",Godzilla: King of the Monsters,"$170,000,000","$110,500,138","$383,299,914"
1559,"May 29, 2019",MA,"$5,000,000","$45,896,028","$61,220,784"
1560,"May 30, 2019",Parasite (기생충),"$11,800,000","$53,369,745","$253,267,858"
1561,"Jun 5, 2019",Dark Phoenix,"$200,000,000","$65,845,974","$246,356,895"
1562,"Jun 7, 2019",Late Night,"$4,000,000","$15,500,045","$22,373,378"
1563,"Jun 7, 2019",The Last Black Man in San Francisco,"$3,000,000","$4,515,719","$4,637,842"
1564,"Jun 12, 2019",Men in Black: International,"$110,000,000","$80,001,807","$254,310,003"
1565,"Jun 14, 2019",Shaft,"$30,000,000","$21,360,215","$21,360,215"
1566,"Jun 19, 2019",Anna,"$30,000,000","$7,743,794","$32,825,217"
1567,"Jun 20, 2019",Toy Story 4,"$200,000,000","$434,038,008","$1,072,817,964"
1568,"Jun 21, 2019",Burn Your Maps,"$8,000,000",$0,$0
1569,"Jun 26, 2019",Annabelle Comes Home,"$27,000,000","$74,152,591","$230,779,191"
1570,"Jun 27, 2019",Spider-Man: Far From Home,"$160,000,000","$390,532,085","$1,132,107,522"
1571,"Jul 3, 2019",Midsommar,"$9,000,000","$27,426,363","$46,739,562"
1572,"Jul 11, 2019",The Lion King,"$260,000,000","$543,638,043","$1,646,106,779"
1573,"Jul 11, 2019",Crawl,"$17,000,000","$39,014,193","$91,720,490"
1574,"Jul 11, 2019",Stuber,"$16,000,000","$22,370,452","$29,634,023"
1575,"Jul 12, 2019",The Farewell,"$3,000,000","$17,700,478","$25,466,013"
1576,"Jul 17, 2019",The Current War: Director’s Cut,"$30,000,000","$5,978,673","$12,869,755"
1577,"Jul 18, 2019",7500,"$5,000,000",$0,$0
1578,"Jul 24, 2019",Once Upon a Time…in Hollywood,"$90,000,000","$142,502,728","$377,426,903"
1579,"Jul 26, 2019","Hvítur, Hvítur Dagur","$2,800,000",$0,"$836,600"
1580,"Jul 31, 2019",Fast & Furious Presents: Hobbs & Shaw,"$200,000,000","$173,956,935","$760,732,926"
1581,"Aug 2, 2019",The Angry Birds Movie 2,"$65,000,000","$41,657,076","$152,255,188"
1582,"Aug 7, 2019",PLAYMOBIL,"$75,000,000","$1,115,008","$16,288,031"
1583,"Aug 8, 2019",Dora and the Lost City of Gold,"$49,000,000","$60,477,943","$120,592,276"
1584,"Aug 8, 2019",Scary Stories to Tell in the Dark,"$28,000,000","$68,947,075","$95,592,669"
1585,"Aug 9, 2019",The Kitchen,"$38,000,000","$12,180,032","$15,779,261"
1586,"Aug 9, 2019",The Art of Racing in the Rain,"$18,000,000","$26,402,818","$33,773,963"
1587,"Aug 9, 2019",Blinded by the Light,"$15,000,000","$11,901,145","$19,529,914"
1588,"Aug 9, 2019",Brian Banks,"$10,000,000","$4,376,820","$4,376,820"
1589,"Aug 9, 2019",The Peanut Butter Falcon,"$6,200,000","$20,457,158","$23,191,551"
1590,"Aug 9, 2019",The Circus: Down the Road,"$250,000",$0,$0
1591,"Aug 9, 2019",Socrates,"$20,000",$0,$849
1592,"Aug 13, 2019",The VelociPastor,"$35,000",$0,$0
1593,"Aug 14, 2019",Good Boys,"$20,000,000","$83,140,306","$111,174,248"
1594,"Aug 15, 2019",47 Meters Down: Uncaged,"$12,000,000","$22,260,900","$47,582,563"
1595,"Aug 16, 2019",Where’d You Go Bernadette,"$20,000,000","$9,198,356","$10,844,598"
1596,"Aug 16, 2019",Portrait de la jeune fille en feu,"$5,400,000","$3,759,854","$11,917,143"
1597,"Aug 21, 2019",Ready or Not,"$6,000,000","$28,714,231","$56,785,851"
1598,"Aug 22, 2019",Angel Has Fallen,"$40,000,000","$69,030,436","$133,345,583"
1599,"Aug 22, 2019",Overcomer,"$5,000,000","$34,700,142","$38,093,564"
1600,"Aug 23, 2019",Monos,"$2,000,000","$406,473","$2,013,217"
1601,"Aug 30, 2019",The Informer,"$60,000,000","$300,460","$2,366,073"
1602,"Aug 30, 2019",Don’t Let Go,"$5,000,000","$5,215,062","$5,288,136"
1603,"Sep 4, 2019",It: Chapter Two,"$70,000,000","$211,593,228","$467,561,586"
1604,"Sep 12, 2019",The Goldfinch,"$40,000,000","$5,332,621","$9,429,910"
1605,"Sep 12, 2019",Hustlers,"$20,700,000","$104,963,598","$150,467,919"
1606,"Sep 19, 2019",Ad Astra,"$80,000,000","$50,188,370","$135,406,280"
1607,"Sep 19, 2019",Abominable,"$75,000,000","$60,761,390","$188,668,748"
1608,"Sep 19, 2019",Rambo: Last Blood,"$50,000,000","$44,819,352","$91,378,886"
1609,"Sep 27, 2019",3 From Hell,"$3,000,000",$0,"$119,009"
1610,"Oct 2, 2019",Joker,"$55,000,000","$335,451,311","$1,064,085,246"
1611,"Oct 3, 2019",Gemini Man,"$140,000,000","$48,546,770","$166,598,362"
1612,"Oct 4, 2019",Lucy in the Sky,"$27,000,000","$319,976","$325,943"
1613,"Oct 9, 2019",Zombieland: Double Tap,"$48,000,000","$73,118,130","$125,213,018"
1614,"Oct 11, 2019",The Addams Family,"$24,000,000","$97,864,733","$200,588,546"
1615,"Oct 11, 2019",Jexi,"$5,000,000","$6,546,159","$10,601,127"
1616,"Oct 11, 2019",Corpus Christi,"$1,300,000","$127,240","$10,951,283"
1617,"Oct 17, 2019",Maleficent: Mistress of Evil,"$185,000,000","$113,929,605","$489,181,357"
1618,"Oct 18, 2019",Jojo Rabbit,"$14,000,000","$33,370,906","$86,878,073"
1619,"Oct 18, 2019",Eli,"$11,000,000",$0,$0
1620,"Oct 18, 2019",Jay and Silent Bob Reboot,"$10,000,000","$4,589,490","$4,730,228"
1621,"Oct 18, 2019",The Lighthouse,"$4,000,000","$10,867,104","$18,263,746"
1622,"Oct 23, 2019",Black and Blue,"$12,000,000","$22,012,729","$22,730,144"
1623,"Oct 25, 2019",Terminator: Dark Fate,"$185,000,000","$62,253,077","$250,367,666"
